ft,bt,transmission,price,Seats,Mileage,city
Petrol,Hatchback,Manual,6.96,5,22.0,bangalore
Petrol,Hatchback,Manual,5.76,5,22.38,bangalore
Petrol,Hatchback,Manual,7.21,5,22.35,bangalore
Petrol,Sedan,Manual,9.95,5,17.4,bangalore
Petrol,Hatchback,Manual,5.94,5,18.6,bangalore
Diesel,SUV,Manual,9.27,7,15.1,bangalore
Diesel,SUV,Automatic,32.75,5,15.17,bangalore
Petrol,Hatchback,Manual,4.26,5,20.51,bangalore
Diesel,SUV,Automatic,11.0,5,17.01,bangalore
Petrol,SUV,Manual,9.05,5,20.0,bangalore
Petrol,SUV,Automatic,8.48,5,14.99,bangalore
Petrol,SUV,Manual,4.0,6,12.0,bangalore
Diesel,Sedan,Automatic,5.75,5,11.9,bangalore
Petrol,Sedan,Manual,4.0,5,16.8,bangalore
Petrol,SUV,Manual,4.0,8,12.0,bangalore
Petrol,SUV,Manual,8.95,5,15.29,bangalore
Petrol,SUV,Manual,10.99,5,18.27,bangalore
Petrol,Hatchback,Manual,4.25,5,17.0,bangalore
Petrol,Sedan,Manual,4.45,5,19.1,bangalore
Diesel,Sedan,Manual,3.2,5,20.5,bangalore
Petrol,Sedan,Manual,7.75,5,16.09,bangalore
Petrol,Hatchback,Manual,3.27,5,18.9,bangalore
Petrol,Hatchback,Automatic,6.61,5,19.0,bangalore
Diesel,SUV,Manual,7.75,7,15.1,bangalore
Petrol,Sedan,Manual,6.82,5,21.21,bangalore
Petrol,Hatchback,Manual,5.77,5,18.9,bangalore
Petrol,Hatchback,Manual,5.0,5,16.47,bangalore
Petrol,Hatchback,Manual,6.79,5,18.7,bangalore
Diesel,Hatchback,Automatic,14.45,5,14.8,bangalore
Petrol,Hatchback,Manual,7.76,5,22.38,bangalore
Petrol,Hatchback,Manual,6.9,5,20.09,bangalore
Diesel,Sedan,Manual,3.8,5,20.5,bangalore
Petrol,SUV,Manual,5.6,5,13.24,bangalore
Diesel,SUV,Manual,11.25,7,14.1,bangalore
Diesel,MUV,Manual,5.15,7,19.98,bangalore
Petrol,Hatchback,Manual,7.99,5,18.6,bangalore
Diesel,SUV,Manual,12.0,7,11.5,bangalore
Diesel,Hatchback,Manual,8.35,5,22.54,bangalore
Diesel,Sedan,Manual,7.5,5,26.0,bangalore
Diesel,SUV,Manual,12.75,7,11.5,bangalore
Diesel,Sedan,Automatic,30.75,5,14.21,bangalore
Petrol,Sedan,Manual,5.27,5,17.4,bangalore
Petrol,Hatchback,Manual,4.26,5,21.7,bangalore
Petrol,SUV,Automatic,6.25,5,14.7,bangalore
Petrol,Sedan,Manual,4.47,5,22.41,bangalore
Petrol,Hatchback,Manual,5.52,5,22.38,bangalore
Diesel,Sedan,Manual,7.95,5,26.0,bangalore
Petrol,Hatchback,Manual,4.59,5,21.63,bangalore
Petrol,Sedan,Manual,7.0,5,20.73,bangalore
Petrol,Hatchback,Manual,4.05,5,21.7,bangalore
Petrol,Hatchback,Automatic,5.36,5,22.0,bangalore
Diesel,SUV,Automatic,24.0,5,15.26,bangalore
Diesel,SUV,Automatic,47.45,5,11.57,bangalore
Petrol,SUV,Manual,8.95,5,14.99,bangalore
Diesel,Sedan,Manual,13.75,5,22.0,bangalore
Petrol,Hatchback,Automatic,8.8,5,17.21,bangalore
Diesel,MUV,Manual,10.3,7,12.8,bangalore
Petrol,Hatchback,Manual,4.75,5,20.52,bangalore
Petrol,SUV,Manual,11.5,5,14.0,bangalore
Diesel,SUV,Automatic,56.75,5,15.0,bangalore
Petrol,SUV,Manual,9.6,5,17.03,bangalore
Petrol,Hatchback,Manual,5.32,5,21.63,bangalore
Petrol,Sedan,Manual,6.51,5,17.8,bangalore
Diesel,Sedan,Automatic,32.0,5,19.27,bangalore
Petrol,Hatchback,Manual,7.15,5,18.6,bangalore
Diesel,SUV,Manual,7.4,5,24.3,bangalore
Diesel,SUV,Manual,17.0,5,20.8,bangalore
Petrol,Sedan,Manual,4.55,5,22.41,bangalore
Petrol,SUV,Automatic,16.99,5,16.8,bangalore
Petrol,Hatchback,Manual,5.24,5,18.9,bangalore
Petrol,SUV,Automatic,17.65,5,16.0,bangalore
Petrol,Hatchback,Manual,5.25,5,18.6,bangalore
Petrol,SUV,Automatic,16.0,5,16.5,bangalore
Diesel,Sedan,Manual,3.6,5,20.54,bangalore
Petrol,SUV,Automatic,16.5,4,15.0,bangalore
Petrol,Hatchback,Manual,4.1,5,17.0,bangalore
Diesel,Sedan,Automatic,31.5,5,17.9,bangalore
Diesel,Hatchback,Manual,8.5,5,22.54,bangalore
Petrol,SUV,Automatic,12.6,5,18.15,bangalore
Petrol,SUV,Manual,8.5,5,17.0,bangalore
Petrol,Hatchback,Automatic,4.93,5,23.1,bangalore
Petrol,Hatchback,Manual,5.05,5,18.5,bangalore
Petrol,Hatchback,Automatic,8.25,5,19.56,bangalore
Petrol,Hatchback,Manual,6.82,5,17.19,bangalore
Petrol,Hatchback,Manual,4.86,5,25.24,bangalore
Petrol,SUV,Manual,18.0,5,17.0,bangalore
Petrol,Hatchback,Manual,5.4,5,18.9,bangalore
Petrol,Hatchback,Manual,5.3,5,18.9,bangalore
Petrol,Hatchback,Manual,4.07,5,22.05,bangalore
Petrol,Hatchback,Manual,4.53,5,18.9,bangalore
Petrol,SUV,Manual,10.1,5,18.2,bangalore
Petrol,SUV,Automatic,16.75,5,12.0,bangalore
Diesel,SUV,Automatic,16.45,7,15.1,bangalore
Petrol,Hatchback,Automatic,6.25,5,23.84,bangalore
Petrol,Hatchback,Manual,6.35,5,20.52,bangalore
Diesel,Sedan,Manual,5.5,5,23.9,bangalore
Diesel,Sedan,Automatic,24.5,5,17.9,bangalore
Petrol,Sedan,Automatic,10.25,5,20.04,bangalore
Petrol,Hatchback,Manual,9.77,5,20.0,bangalore
Diesel,Sedan,Manual,17.05,5,14.59,bangalore
Petrol,Hatchback,Automatic,6.67,5,22.56,bangalore
Petrol,Hatchback,Automatic,4.94,5,18.9,bangalore
Petrol,Sedan,Manual,6.36,5,17.4,bangalore
Diesel,SUV,Manual,7.92,5,23.0,bangalore
Petrol,SUV,Manual,6.95,5,20.0,bangalore
Petrol,Hatchback,Manual,3.6,5,15.6,bangalore
Petrol,Minivans,Manual,0.58,5,14.0,bangalore
Diesel,SUV,Manual,8.27,5,24.3,bangalore
Petrol,Hatchback,Manual,3.82,5,22.38,bangalore
Petrol,Hatchback,Manual,6.5,5,19.01,bangalore
Petrol,Hatchback,Automatic,5.12,5,23.1,bangalore
Petrol,Hatchback,Manual,4.63,5,25.24,bangalore
Petrol,Sedan,Automatic,15.0,5,18.45,bangalore
Petrol,Hatchback,Manual,5.25,5,21.63,bangalore
Diesel,SUV,Manual,4.6,5,20.45,bangalore
Petrol,Hatchback,Manual,6.27,5,21.4,bangalore
Petrol,Sedan,Manual,5.11,5,17.01,bangalore
Petrol,Hatchback,Manual,0.55,5,15.3,bangalore
Diesel,Hatchback,Manual,6.0,5,22.54,bangalore
Diesel,Sedan,Automatic,12.85,5,16.96,bangalore
Petrol,SUV,Automatic,31.5,5,12.65,bangalore
Petrol,Hatchback,Manual,7.5,5,19.33,bangalore
Petrol,Hatchback,Manual,1.3,5,18.0,bangalore
Petrol,Hatchback,Automatic,9.85,5,19.65,bangalore
Diesel,Sedan,Automatic,10.45,5,22.15,bangalore
Diesel,Hatchback,Manual,2.0,5,25.0,bangalore
Petrol,Hatchback,Manual,7.1,5,21.4,bangalore
Petrol,Hatchback,Manual,5.86,5,22.38,bangalore
Petrol,SUV,Automatic,15.0,5,14.82,bangalore
Petrol,Hatchback,Automatic,5.84,5,20.89,bangalore
Petrol,Hatchback,Manual,4.09,5,18.5,bangalore
Petrol,MUV,Automatic,21.75,7,10.75,bangalore
Petrol,Sedan,Automatic,7.38,5,21.21,bangalore
Diesel,Sedan,Manual,3.8,5,24.4,bangalore
Petrol,Hatchback,Manual,6.56,5,18.6,bangalore
Petrol,Hatchback,Manual,4.83,5,22.38,bangalore
Petrol,Hatchback,Manual,5.1,5,22.0,bangalore
Diesel,Sedan,Automatic,7.5,5,21.73,bangalore
Petrol,Hatchback,Manual,1.85,5,19.81,bangalore
Petrol,Hatchback,Manual,1.8,5,19.81,bangalore
Petrol,MUV,Manual,19.0,8,8.0,bangalore
Diesel,SUV,Automatic,21.0,5,14.6,bangalore
Diesel,SUV,Automatic,12.45,7,16.0,bangalore
Petrol,Hatchback,Manual,3.0,5,16.47,bangalore
Petrol,Hatchback,Automatic,5.46,5,20.89,bangalore
Petrol,Hatchback,Manual,5.33,5,18.7,bangalore
Petrol,Sedan,Automatic,1.6,5,14.5,bangalore
Petrol,Hatchback,Manual,3.32,5,20.36,bangalore
Petrol,Sedan,Manual,8.09,5,21.56,bangalore
Petrol,Hatchback,Manual,2.0,5,19.7,bangalore
Petrol,Hatchback,Automatic,3.47,5,23.1,bangalore
Petrol,Hatchback,Manual,1.5,5,16.1,bangalore
Petrol,SUV,Manual,13.59,5,20.08,bangalore
Petrol,Hatchback,Manual,5.43,5,18.9,bangalore
Petrol,Hatchback,Manual,1.5,5,16.1,bangalore
Diesel,Hatchback,Manual,4.75,5,21.27,bangalore
Petrol,Hatchback,Automatic,3.5,5,24.04,bangalore
Petrol,Hatchback,Manual,1.35,5,15.3,bangalore
Petrol,Hatchback,Manual,1.7,5,18.9,bangalore
Diesel,SUV,Automatic,28.5,5,20.68,bangalore
Diesel,Sedan,Automatic,27.5,5,19.27,bangalore
Diesel,MUV,Manual,14.49,7,12.99,bangalore
Petrol,Hatchback,Manual,3.0,5,23.95,bangalore
Petrol,Hatchback,Manual,3.77,5,20.51,bangalore
Diesel,Sedan,Automatic,6.38,5,28.4,bangalore
Petrol,Hatchback,Automatic,6.74,5,20.52,bangalore
Petrol,Hatchback,Manual,6.13,5,20.52,bangalore
Petrol,SUV,Manual,11.45,5,16.8,bangalore
Petrol,Hatchback,Manual,5.95,5,18.6,bangalore
Diesel,SUV,Manual,4.5,5,22.7,bangalore
Petrol,Hatchback,Manual,5.99,5,18.7,bangalore
Petrol,Hatchback,Manual,6.25,5,21.4,bangalore
Diesel,MUV,Manual,7.5,8,12.8,bangalore
Diesel,MUV,Automatic,21.65,8,11.36,bangalore
Diesel,Sedan,Manual,4.45,5,18.3,bangalore
Petrol,Sedan,Manual,1.2,5,13.4,bangalore
Petrol,Hatchback,Manual,3.2,5,20.36,bangalore
Petrol,Hatchback,Manual,1.65,5,19.7,bangalore
Petrol,Hatchback,Manual,5.25,5,16.3,bangalore
Diesel,SUV,Manual,8.88,5,19.67,bangalore
Diesel,SUV,Manual,5.75,7,18.49,bangalore
Diesel,Sedan,Manual,7.07,5,28.4,bangalore
Petrol,Hatchback,Manual,5.93,5,21.4,bangalore
Petrol,Hatchback,Manual,2.5,5,18.6,bangalore
Petrol,Hatchback,Manual,6.85,5,18.6,bangalore
Petrol,Sedan,Manual,6.99,5,17.01,bangalore
Petrol,Sedan,Automatic,12.0,5,14.28,bangalore
Petrol,Hatchback,Manual,4.25,5,22.05,bangalore
Diesel,Hatchback,Manual,3.8,5,22.07,bangalore
Petrol,Hatchback,Manual,5.74,5,16.2,bangalore
Petrol,Hatchback,Manual,5.73,5,22.38,bangalore
Diesel,Hatchback,Manual,0.7,5,17.88,bangalore
Diesel,SUV,Manual,6.85,7,16.0,bangalore
Petrol,Hatchback,Automatic,4.25,5,18.4,bangalore
Petrol,Hatchback,Automatic,2.65,5,19.2,bangalore
Petrol,Sedan,Manual,6.0,5,17.5,bangalore
Petrol,Sedan,Manual,6.5,5,17.8,bangalore
Diesel,Hatchback,Manual,4.3,5,25.2,bangalore
Petrol,Minivans,Manual,5.3,7,16.11,bangalore
Petrol,Hatchback,Manual,10.75,5,18.24,bangalore
Petrol,Sedan,Manual,7.5,5,17.0,bangalore
Petrol,Hatchback,Manual,6.15,5,18.6,bangalore
Diesel,Hatchback,Manual,7.46,5,27.39,bangalore
Diesel,Sedan,Manual,3.7,5,20.5,bangalore
Petrol,Sedan,Manual,6.67,5,17.01,bangalore
Petrol,Hatchback,Manual,6.34,5,21.4,bangalore
Petrol,Sedan,Manual,0.4,5,15.0,bangalore
Petrol,Hatchback,Manual,5.79,5,18.7,bangalore
Petrol,Hatchback,Manual,5.1,5,21.4,bangalore
Petrol,Hatchback,Manual,6.34,5,22.38,bangalore
Petrol,Hatchback,Automatic,5.27,5,18.9,bangalore
Petrol,SUV,Automatic,9.0,5,13.0,bangalore
Diesel,SUV,Manual,15.0,5,17.1,bangalore
Diesel,SUV,Automatic,30.0,5,18.6,bangalore
Petrol,Hatchback,Manual,6.5,5,20.7,bangalore
Diesel,MUV,Manual,9.65,7,12.99,bangalore
Petrol,SUV,Automatic,36.0,5,12.65,bangalore
Diesel,Sedan,Manual,4.0,5,22.32,bangalore
Petrol,Sedan,Manual,3.0,5,16.0,bangalore
Diesel,Sedan,Automatic,34.0,5,21.76,bangalore
Petrol,Hatchback,Manual,9.82,5,20.0,bangalore
Petrol,Hatchback,Automatic,6.74,5,21.4,bangalore
Petrol,SUV,Manual,8.1,5,17.33,bangalore
Petrol,Sedan,Manual,7.92,5,20.65,bangalore
Petrol,Hatchback,Automatic,5.13,5,18.9,bangalore
Petrol,Sedan,Manual,3.6,5,16.2,bangalore
Petrol,Hatchback,Manual,5.79,5,22.38,bangalore
Petrol,Hatchback,Manual,5.5,5,22.0,bangalore
Petrol,Hatchback,Manual,3.83,5,18.9,bangalore
Petrol,Hatchback,Manual,6.05,5,18.6,bangalore
Petrol,SUV,Manual,9.85,5,16.82,bangalore
Petrol,Hatchback,Manual,9.35,5,18.24,bangalore
Petrol,Hatchback,Manual,6.75,5,16.47,bangalore
Petrol,Hatchback,Manual,1.35,5,17.3,bangalore
Petrol,SUV,Automatic,13.45,5,16.35,bangalore
Diesel,MUV,Manual,23.65,7,12.0,bangalore
Diesel,Sedan,Automatic,32.0,5,19.27,bangalore
Diesel,Hatchback,Manual,7.34,5,27.39,bangalore
Petrol,SUV,Manual,7.01,5,17.5,bangalore
Diesel,SUV,Manual,5.35,5,20.46,bangalore
Petrol,SUV,Manual,7.89,5,17.5,bangalore
Petrol,Hatchback,Manual,5.48,5,22.38,bangalore
Diesel,SUV,Manual,3.5,7,17.21,bangalore
Petrol,Hatchback,Manual,4.77,5,25.24,bangalore
Diesel,SUV,Automatic,15.25,5,12.35,bangalore
Petrol,Hatchback,Manual,5.15,5,22.38,bangalore
Petrol,Hatchback,Manual,5.62,5,18.6,bangalore
Petrol,Sedan,Manual,3.45,5,15.04,bangalore
Diesel,Sedan,Manual,4.75,5,22.32,bangalore
Petrol,SUV,Manual,6.7,5,18.75,bangalore
Petrol,Hatchback,Automatic,9.5,5,17.1,bangalore
Petrol,Hatchback,Manual,7.0,5,18.6,bangalore
Petrol,Sedan,Manual,0.8,5,14.2,bangalore
Petrol,SUV,Automatic,15.0,4,15.2,bangalore
Diesel,Sedan,Manual,3.7,5,18.3,bangalore
Diesel,Sedan,Automatic,32.0,5,19.27,bangalore
Diesel,Hatchback,Manual,5.5,5,22.54,bangalore
Petrol,Hatchback,Manual,5.81,5,18.6,bangalore
Petrol,Hatchback,Manual,5.82,5,20.4,bangalore
Petrol,Sedan,Manual,1.85,5,17.7,bangalore
Petrol,Hatchback,Manual,5.31,5,18.9,bangalore
Petrol,Hatchback,Manual,5.58,5,18.9,bangalore
Petrol,Hatchback,Manual,1.55,5,17.0,bangalore
Petrol,Hatchback,Automatic,5.08,5,18.9,bangalore
Diesel,SUV,Automatic,20.6,7,12.55,bangalore
Petrol,Hatchback,Manual,5.42,5,18.9,bangalore
Petrol,Hatchback,Manual,5.01,5,22.38,bangalore
Petrol,MUV,Manual,8.75,7,19.34,bangalore
Petrol,Minivans,Manual,4.85,5,16.11,bangalore
Petrol,Hatchback,Manual,3.0,5,20.36,bangalore
Diesel,Sedan,Manual,3.5,5,18.3,bangalore
Diesel,SUV,Automatic,32.5,5,18.6,bangalore
Petrol,Sedan,Manual,0.55,5,14.2,bangalore
Petrol,Hatchback,Automatic,6.3,5,18.9,bangalore
Diesel,SUV,Automatic,24.75,7,14.08,bangalore
Petrol,Hatchback,Manual,4.17,5,18.5,bangalore
Petrol,Hatchback,Automatic,6.31,5,21.4,bangalore
Diesel,MUV,Manual,4.65,7,14.0,bangalore
Petrol,Hatchback,Manual,5.44,5,22.38,bangalore
Petrol,Hatchback,Manual,7.04,5,21.4,bangalore
Diesel,Sedan,Automatic,19.75,5,18.12,bangalore
Petrol,Hatchback,Manual,3.59,5,19.4,bangalore
Petrol,Sedan,Automatic,5.2,5,16.8,bangalore
Petrol,Hatchback,Manual,3.35,5,20.51,bangalore
Petrol,Hatchback,Manual,7.66,5,22.38,bangalore
Petrol,Hatchback,Manual,3.5,5,23.1,bangalore
Diesel,Sedan,Manual,4.8,5,20.65,bangalore
Diesel,SUV,Manual,8.22,7,18.06,bangalore
Petrol,Sedan,Manual,1.9,5,16.0,bangalore
Petrol,Sedan,Automatic,6.0,5,11.7,bangalore
Diesel,SUV,Manual,9.95,5,20.1,bangalore
Petrol,Hatchback,Manual,1.2,5,14.0,bangalore
Diesel,SUV,Manual,5.75,5,19.01,bangalore
Diesel,SUV,Automatic,37.95,5,17.9,bangalore
Petrol,Hatchback,Manual,2.6,5,22.74,bangalore
Petrol,Hatchback,Manual,5.39,5,22.38,bangalore
Petrol,Sedan,Automatic,10.06,5,17.0,bangalore
Diesel,Sedan,Manual,7.96,5,28.09,bangalore
Petrol,Hatchback,Manual,6.36,5,18.6,bangalore
Diesel,SUV,Manual,14.0,5,17.67,bangalore
Petrol,Hatchback,Manual,6.15,5,21.4,bangalore
Petrol,Hatchback,Manual,7.18,5,19.01,bangalore
Petrol,Hatchback,Manual,4.36,5,22.38,bangalore
Petrol,Hatchback,Manual,2.8,5,23.95,bangalore
Petrol,MUV,Automatic,7.8,7,18.2,bangalore
Diesel,SUV,Automatic,9.0,7,16.0,bangalore
Petrol,Sedan,Automatic,36.75,5,13.5,bangalore
Petrol,Sedan,Manual,6.7,5,21.21,bangalore
Petrol,Hatchback,Manual,9.0,5,21.01,bangalore
Petrol,Hatchback,Manual,6.0,5,21.4,bangalore
Petrol,Hatchback,Manual,1.1,5,18.0,bangalore
Petrol,Hatchback,Manual,6.05,5,18.6,bangalore
Petrol,Hatchback,Manual,5.59,5,18.9,bangalore
Diesel,Hatchback,Manual,2.68,5,22.07,bangalore
Petrol,Sedan,Manual,7.8,5,20.65,bangalore
Petrol,SUV,Manual,8.64,5,13.0,bangalore
Petrol,Hatchback,Manual,2.4,5,17.92,bangalore
Petrol,Hatchback,Manual,3.41,5,19.4,bangalore
Petrol,Hatchback,Manual,2.4,5,17.92,bangalore
Petrol,Hatchback,Manual,5.13,5,20.3,bangalore
Petrol,Hatchback,Manual,6.61,5,20.89,bangalore
Diesel,MUV,Manual,8.0,7,24.52,bangalore
Diesel,Hatchback,Manual,5.2,5,25.2,bangalore
Petrol,Sedan,Automatic,6.0,5,18.0,bangalore
Diesel,Hatchback,Manual,3.0,5,21.1,bangalore
Diesel,SUV,Automatic,37.5,7,10.91,bangalore
Petrol,Hatchback,Automatic,12.95,5,20.25,bangalore
Petrol,Sedan,Manual,6.3,5,17.4,bangalore
Diesel,MUV,Manual,4.75,10,13.58,bangalore
Petrol,Hatchback,Manual,2.75,5,20.36,bangalore
Petrol,Hatchback,Automatic,5.75,5,19.0,bangalore
Petrol,Hatchback,Manual,3.38,5,19.4,bangalore
Petrol,Hatchback,Manual,6.04,5,18.7,bangalore
Diesel,Sedan,Manual,3.27,5,19.3,bangalore
Petrol,Hatchback,Automatic,6.21,5,21.4,bangalore
Diesel,Hatchback,Manual,2.4,5,25.0,bangalore
Petrol,Hatchback,Manual,6.21,5,18.9,bangalore
Petrol,Sedan,Manual,1.4,5,15.7,bangalore
Petrol,Hatchback,Automatic,7.08,5,21.4,bangalore
Petrol,Hatchback,Manual,4.43,5,25.24,bangalore
Petrol,Sedan,Manual,1.8,5,17.7,bangalore
Diesel,SUV,Manual,7.0,5,19.01,bangalore
Diesel,SUV,Manual,18.0,5,17.41,bangalore
Petrol,Sedan,Automatic,14.5,5,18.3,bangalore
Petrol,Sedan,Manual,5.2,5,17.0,bangalore
Petrol,Hatchback,Manual,4.7,5,23.84,bangalore
Diesel,SUV,Manual,6.0,5,19.64,bangalore
Diesel,SUV,Automatic,18.5,5,15.17,bangalore
Petrol,Sedan,Manual,0.75,5,13.8,bangalore
Petrol,Hatchback,Manual,6.49,5,21.4,bangalore
Diesel,Hatchback,Manual,6.57,5,22.54,bangalore
Diesel,Hatchback,Manual,4.2,5,22.07,bangalore
Diesel,Hatchback,Manual,6.29,5,25.2,bangalore
Petrol,Hatchback,Manual,3.22,5,19.4,bangalore
Petrol,Hatchback,Manual,6.2,5,21.4,bangalore
Petrol,Hatchback,Manual,4.35,5,22.38,bangalore
Diesel,MUV,Manual,9.6,8,12.99,bangalore
Petrol,Hatchback,Manual,3.17,5,18.5,bangalore
Petrol,Hatchback,Manual,5.74,5,18.9,bangalore
Petrol,Hatchback,Manual,7.8,5,19.3,bangalore
Petrol,Hatchback,Manual,8.0,5,18.7,bangalore
Petrol,Sedan,Manual,9.25,5,18.6,bangalore
Petrol,Sedan,Manual,7.75,5,20.73,bangalore
Petrol,Hatchback,Manual,0.7,4,26.0,bangalore
Diesel,SUV,Manual,5.0,5,19.01,bangalore
Diesel,Sedan,Manual,3.5,5,19.3,bangalore
Diesel,MUV,Manual,11.25,7,12.99,bangalore
Petrol,Sedan,Automatic,8.3,5,18.3,bangalore
Diesel,SUV,Automatic,14.75,5,17.8,bangalore
Diesel,SUV,Manual,8.34,7,15.1,bangalore
Petrol,Sedan,Manual,6.74,5,20.73,bangalore
Petrol,Sedan,Manual,0.65,5,14.2,bangalore
Petrol,Hatchback,Manual,5.47,5,18.9,bangalore
Petrol,Hatchback,Manual,4.13,5,22.38,bangalore
Diesel,MUV,Manual,23.25,8,13.68,bangalore
Petrol,Hatchback,Manual,7.09,5,22.38,bangalore
Diesel,MUV,Automatic,22.95,7,11.36,bangalore
Petrol,Hatchback,Manual,5.28,5,18.7,bangalore
Diesel,SUV,Manual,6.91,5,20.45,bangalore
Petrol,Sedan,Automatic,11.45,5,16.24,bangalore
Petrol,Hatchback,Automatic,8.0,5,21.21,bangalore
Petrol,Sedan,Manual,5.5,5,18.16,bangalore
Petrol,Hatchback,Manual,4.0,5,18.5,bangalore
Diesel,Hatchback,Manual,1.3,5,25.0,bangalore
Diesel,Sedan,Manual,3.75,5,22.32,bangalore
Petrol,Sedan,Manual,6.5,5,21.21,bangalore
Petrol,SUV,Automatic,25.5,5,14.1,bangalore
Petrol,Hatchback,Manual,6.09,5,21.4,bangalore
Diesel,Sedan,Automatic,6.78,5,26.59,bangalore
Diesel,Sedan,Manual,3.75,5,20.54,bangalore
Diesel,Hatchback,Manual,4.49,5,22.9,bangalore
Diesel,Hatchback,Manual,5.52,5,25.2,bangalore
Diesel,SUV,Manual,9.25,7,15.1,bangalore
Petrol,Sedan,Manual,0.56,5,14.2,bangalore
Petrol,Hatchback,Manual,4.26,5,22.38,bangalore
Diesel,Hatchback,Manual,6.07,5,22.54,bangalore
Petrol,Sedan,Manual,0.56,5,14.2,bangalore
Diesel,SUV,Manual,8.45,7,16.5,bangalore
Diesel,Hatchback,Manual,2.4,5,20.0,bangalore
Petrol,Hatchback,Automatic,6.8,5,20.52,bangalore
Diesel,MUV,Manual,5.0,7,12.8,bangalore
Petrol,Sedan,Manual,2.5,5,13.7,bangalore
Petrol,Hatchback,Manual,7.2,5,21.4,bangalore
Petrol,Hatchback,Manual,0.6,4,26.0,bangalore
Petrol,Sedan,Automatic,3.57,5,12.6,bangalore
Petrol,Sedan,Manual,7.98,5,21.56,bangalore
Diesel,SUV,Manual,8.58,5,20.37,bangalore
Petrol,Sedan,Manual,0.8,5,15.9,bangalore
Petrol,Hatchback,Manual,6.08,5,18.6,bangalore
Petrol,Sedan,Manual,6.98,5,17.4,bangalore
Diesel,MUV,Manual,12.5,7,17.6,bangalore
Diesel,SUV,Manual,7.51,5,23.65,bangalore
Petrol,Hatchback,Automatic,5.35,5,16.5,bangalore
Petrol,Sedan,Automatic,10.35,5,17.0,bangalore
Petrol,Hatchback,Manual,3.28,5,19.81,bangalore
Petrol,Hatchback,Automatic,7.25,5,20.7,bangalore
Petrol,Sedan,Manual,7.4,5,17.01,bangalore
Diesel,MUV,Manual,8.75,7,12.99,bangalore
Petrol,Hatchback,Manual,4.8,5,19.69,bangalore
Diesel,Sedan,Manual,0.76,5,14.8,bangalore
Petrol,Sedan,Manual,1.9,5,15.3,bangalore
Petrol,Hatchback,Manual,2.1,5,19.81,bangalore
Diesel,Hatchback,Manual,4.8,5,25.2,bangalore
Diesel,Sedan,Manual,3.8,5,22.32,bangalore
Petrol,SUV,Manual,12.8,5,17.57,bangalore
Petrol,SUV,Automatic,7.7,5,15.63,bangalore
Petrol,Hatchback,Automatic,5.99,5,22.56,bangalore
Diesel,SUV,Automatic,8.0,7,16.0,bangalore
Petrol,Hatchback,Manual,2.32,5,17.92,bangalore
Petrol,Sedan,Manual,5.25,5,17.01,bangalore
Petrol,Sedan,Manual,9.5,5,17.4,bangalore
Petrol,Sedan,Manual,6.35,5,15.41,bangalore
Diesel,Hatchback,Manual,4.0,5,22.07,bangalore
Petrol,SUV,Manual,9.66,5,13.0,bangalore
Diesel,SUV,Manual,7.81,5,22.77,bangalore
Diesel,SUV,Automatic,28.0,5,18.56,bangalore
Petrol,Sedan,Manual,3.85,5,13.7,bangalore
Diesel,SUV,Manual,6.0,7,15.1,bangalore
Diesel,SUV,Manual,6.0,7,18.49,bangalore
Petrol,Sedan,Manual,3.65,5,13.7,bangalore
Diesel,Hatchback,Manual,3.5,5,20.3,bangalore
Petrol,SUV,Automatic,23.5,6,14.2,bangalore
Petrol,Hatchback,Manual,7.0,5,18.6,bangalore
Petrol,Hatchback,Manual,2.3,5,21.1,bangalore
Petrol,SUV,Manual,8.75,5,17.5,bangalore
Petrol,SUV,Manual,9.25,5,15.29,bangalore
Petrol,Hatchback,Manual,7.0,5,18.6,bangalore
Petrol,SUV,Manual,9.3,5,13.0,bangalore
Petrol,SUV,Manual,8.98,5,13.0,bangalore
Diesel,Sedan,Automatic,23.95,5,17.9,bangalore
Petrol,Hatchback,Manual,4.49,5,21.7,bangalore
Diesel,SUV,Automatic,14.85,5,17.01,bangalore
Petrol,Hatchback,Manual,3.35,5,19.4,bangalore
Petrol,SUV,Manual,8.25,5,17.5,bangalore
Petrol,Hatchback,Automatic,9.35,5,19.56,bangalore
Diesel,Sedan,Automatic,38.25,5,21.76,bangalore
Petrol,SUV,Automatic,23.5,7,14.2,bangalore
Petrol,SUV,Automatic,25.0,5,18.4,bangalore
Petrol,SUV,Manual,15.4,5,16.8,bangalore
Diesel,SUV,Automatic,12.9,5,17.6,bangalore
Diesel,Sedan,Manual,0.5,5,14.9,bangalore
Petrol,SUV,Manual,10.25,5,18.2,bangalore
Diesel,Sedan,Manual,6.0,5,26.0,bangalore
Petrol,Minivans,Manual,4.35,7,16.11,bangalore
Petrol,SUV,Manual,8.08,5,17.5,bangalore
Petrol,Minivans,Manual,4.35,7,16.11,bangalore
Petrol,Hatchback,Manual,2.78,5,18.9,bangalore
Petrol,SUV,Automatic,12.61,5,16.5,bangalore
Petrol,SUV,Manual,8.5,5,17.52,bangalore
Petrol,Hatchback,Manual,2.7,5,21.1,bangalore
Diesel,SUV,Automatic,10.0,5,17.05,bangalore
Petrol,MUV,Manual,8.45,7,20.51,bangalore
Petrol,Hatchback,Manual,5.08,5,20.89,bangalore
Petrol,Hatchback,Manual,3.4,5,24.7,bangalore
