ft,bt,transmission,price,Seats,Mileage,city
Petrol,Hatchback,Manual,4.16,5,22.5,hyderabad
Petrol,Sedan,Automatic,6.42,5,21.21,hyderabad
Diesel,SUV,Manual,8.49,5,24.3,hyderabad
Petrol,Sedan,Manual,4.34,5,22.41,hyderabad
Petrol,Hatchback,Manual,2.76,5,19.4,hyderabad
Petrol,Hatchback,Manual,7.1,5,18.6,hyderabad
Petrol,Hatchback,Manual,5.8,5,21.4,hyderabad
Petrol,Hatchback,Manual,5.75,5,21.4,hyderabad
Petrol,Hatchback,Manual,4.98,5,18.9,hyderabad
Petrol,Hatchback,Manual,5.33,5,18.6,hyderabad
Petrol,Hatchback,Automatic,6.99,5,21.4,hyderabad
Petrol,Hatchback,Manual,5.2,5,23.84,hyderabad
Petrol,Sedan,Manual,7.2,5,19.5,hyderabad
Diesel,SUV,Manual,18.0,5,17.41,hyderabad
Diesel,Sedan,Manual,3.8,5,20.0,hyderabad
Petrol,Hatchback,Manual,7.49,5,18.6,hyderabad
Petrol,Hatchback,Manual,3.3,5,23.95,hyderabad
Diesel,SUV,Automatic,21.95,6,14.08,hyderabad
Petrol,Hatchback,Manual,7.0,5,20.09,hyderabad
Petrol,Hatchback,Manual,6.45,5,18.6,hyderabad
Petrol,Hatchback,Automatic,3.91,5,24.04,hyderabad
Petrol,Sedan,Automatic,5.09,5,16.8,hyderabad
Diesel,SUV,Automatic,22.75,5,14.6,hyderabad
Petrol,Hatchback,Manual,5.16,5,18.6,hyderabad
Petrol,Hatchback,Manual,3.12,5,18.9,hyderabad
Petrol,SUV,Automatic,19.75,5,16.0,hyderabad
Petrol,Hatchback,Automatic,4.34,5,26.68,hyderabad
Petrol,Hatchback,Manual,3.75,5,18.9,hyderabad
Petrol,Hatchback,Manual,4.32,5,19.83,hyderabad
Petrol,Hatchback,Automatic,6.88,5,20.7,hyderabad
Petrol,Hatchback,Manual,3.5,5,22.7,hyderabad
Petrol,Hatchback,Manual,4.96,5,18.9,hyderabad
Petrol,Hatchback,Manual,6.3,5,22.0,hyderabad
Petrol,Hatchback,Automatic,6.85,5,18.9,hyderabad
Diesel,SUV,Automatic,32.0,5,18.6,hyderabad
Petrol,MUV,Manual,5.5,7,17.3,hyderabad
Diesel,MUV,Manual,5.2,7,24.2,hyderabad
Petrol,Sedan,Manual,2.5,5,17.7,hyderabad
Diesel,SUV,Manual,10.0,5,24.3,hyderabad
Petrol,Hatchback,Manual,4.96,5,20.89,hyderabad
Diesel,Sedan,Manual,7.88,5,28.09,hyderabad
Petrol,Hatchback,Manual,9.95,5,20.0,hyderabad
Petrol,Hatchback,Manual,4.16,5,18.9,hyderabad
Petrol,Hatchback,Manual,3.44,5,24.7,hyderabad
Diesel,Hatchback,Manual,4.5,5,22.9,hyderabad
Petrol,Hatchback,Manual,5.23,5,17.74,hyderabad
Diesel,Sedan,Manual,3.4,5,19.3,hyderabad
Petrol,Hatchback,Manual,5.2,5,18.9,hyderabad
Petrol,Hatchback,Manual,6.28,5,22.38,hyderabad
Diesel,Hatchback,Manual,5.25,5,25.2,hyderabad
Petrol,Hatchback,Automatic,5.14,5,20.3,hyderabad
Diesel,Sedan,Automatic,17.0,5,17.42,hyderabad
Petrol,Sedan,Manual,2.9,5,13.9,hyderabad
Diesel,MUV,Manual,9.5,7,17.3,hyderabad
Petrol,Sedan,Manual,9.0,5,17.0,hyderabad
Diesel,Hatchback,Manual,7.5,5,27.39,hyderabad
Diesel,Sedan,Manual,3.0,5,21.12,hyderabad
Diesel,SUV,Manual,9.8,7,18.49,hyderabad
Petrol,Hatchback,Automatic,6.75,5,22.56,hyderabad
Petrol,Sedan,Manual,6.16,5,17.8,hyderabad
Petrol,SUV,Manual,5.5,8,11.96,hyderabad
Petrol,SUV,Manual,8.14,5,17.0,hyderabad
Petrol,Hatchback,Manual,7.5,5,21.4,hyderabad
Diesel,Sedan,Manual,4.5,5,24.4,hyderabad
Petrol,Hatchback,Manual,4.98,5,18.9,hyderabad
Diesel,Sedan,Manual,6.5,5,26.21,hyderabad
Petrol,Hatchback,Manual,5.27,5,18.9,hyderabad
Petrol,Hatchback,Manual,3.29,5,20.51,hyderabad
Petrol,Hatchback,Manual,3.5,5,15.6,hyderabad
Petrol,Hatchback,Manual,5.41,5,20.3,hyderabad
Diesel,Hatchback,Manual,3.4,5,21.9,hyderabad
Petrol,Hatchback,Manual,1.85,5,17.92,hyderabad
Diesel,SUV,Manual,11.25,5,19.67,hyderabad
Petrol,Sedan,Manual,10.0,5,17.4,hyderabad
Diesel,Hatchback,Manual,4.5,5,25.32,hyderabad
Diesel,Sedan,Manual,4.45,5,24.4,hyderabad
Diesel,SUV,Manual,11.95,5,19.67,hyderabad
Petrol,Hatchback,Manual,4.4,5,23.1,hyderabad
Petrol,Hatchback,Manual,5.03,5,21.63,hyderabad
Petrol,Sedan,Automatic,7.02,5,21.21,hyderabad
Diesel,Sedan,Automatic,11.75,5,10.0,hyderabad
Petrol,Hatchback,Manual,6.9,5,21.4,hyderabad
Petrol,Hatchback,Manual,5.2,5,18.9,hyderabad
Petrol,Hatchback,Manual,6.99,5,21.1,hyderabad
Petrol,Hatchback,Manual,4.36,5,22.38,hyderabad
Diesel,Sedan,Manual,2.5,5,21.02,hyderabad
Petrol,Sedan,Manual,5.02,5,17.4,hyderabad
Petrol,Hatchback,Manual,5.1,5,22.38,hyderabad
Diesel,Hatchback,Manual,6.6,5,27.39,hyderabad
Petrol,Hatchback,Manual,5.99,5,21.4,hyderabad
Diesel,Sedan,Manual,2.5,5,19.68,hyderabad
Diesel,Sedan,Automatic,34.0,5,13.6,hyderabad
Diesel,Sedan,Automatic,7.5,5,16.96,hyderabad
Diesel,SUV,Manual,15.95,7,15.1,hyderabad
Petrol,Hatchback,Manual,3.1,5,21.79,hyderabad
Petrol,Hatchback,Manual,6.75,5,21.1,hyderabad
Diesel,Sedan,Automatic,35.0,4,10.5,hyderabad
Petrol,Hatchback,Manual,3.92,5,21.7,hyderabad
Petrol,Hatchback,Manual,4.01,5,21.7,hyderabad
Diesel,SUV,Automatic,42.0,5,14.16,hyderabad
Petrol,Hatchback,Manual,5.81,5,21.4,hyderabad
Diesel,Sedan,Automatic,9.09,5,22.15,hyderabad
Petrol,Hatchback,Manual,5.43,5,18.9,hyderabad
Diesel,MUV,Manual,11.0,7,24.52,hyderabad
Diesel,Sedan,Automatic,7.43,5,23.8,hyderabad
Petrol,Sedan,Manual,9.97,5,18.97,hyderabad
Diesel,SUV,Manual,15.99,5,17.1,hyderabad
Petrol,Hatchback,Manual,8.11,5,21.0,hyderabad
Petrol,Hatchback,Manual,2.5,5,19.81,hyderabad
Diesel,MUV,Manual,6.5,8,12.8,hyderabad
Diesel,SUV,Manual,9.75,5,25.1,hyderabad
Diesel,Sedan,Automatic,11.99,5,16.55,hyderabad
Petrol,Sedan,Manual,9.99,5,13.0,hyderabad
Diesel,MUV,Manual,5.25,7,18.2,hyderabad
Diesel,Sedan,Manual,4.2,5,19.3,hyderabad
Petrol,Hatchback,Manual,6.0,5,21.21,hyderabad
Diesel,SUV,Manual,9.96,5,19.6,hyderabad
Petrol,Hatchback,Manual,3.11,5,19.4,hyderabad
Petrol,SUV,Manual,17.0,5,20.08,hyderabad
Petrol,Hatchback,Manual,5.72,5,21.4,hyderabad
Petrol,Hatchback,Manual,3.07,5,19.02,hyderabad
Petrol,Sedan,Manual,4.54,5,17.4,hyderabad
Diesel,Sedan,Manual,7.75,5,21.13,hyderabad
Diesel,SUV,Automatic,8.5,5,24.3,hyderabad
Petrol,SUV,Manual,9.07,5,16.42,hyderabad
Petrol,Hatchback,Manual,5.09,5,20.3,hyderabad
Petrol,Hatchback,Manual,9.4,5,20.0,hyderabad
Diesel,Hatchback,Manual,2.27,5,23.08,hyderabad
Petrol,SUV,Automatic,62.0,5,13.47,hyderabad
Petrol,Hatchback,Manual,6.5,5,21.4,hyderabad
Diesel,Hatchback,Manual,5.8,5,28.4,hyderabad
Petrol,Hatchback,Automatic,5.95,5,16.5,hyderabad
Diesel,SUV,Automatic,11.0,5,17.01,hyderabad
Petrol,Sedan,Manual,7.7,5,22.41,hyderabad
Petrol,Hatchback,Manual,6.95,5,22.0,hyderabad
Petrol,Hatchback,Manual,4.96,5,23.84,hyderabad
Diesel,Sedan,Automatic,12.61,5,18.23,hyderabad
Diesel,SUV,Manual,9.28,5,23.22,hyderabad
Diesel,SUV,Manual,8.04,5,24.3,hyderabad
Petrol,SUV,Manual,11.0,5,18.2,hyderabad
Petrol,SUV,Manual,12.75,5,17.38,hyderabad
Diesel,SUV,Manual,9.5,5,22.1,hyderabad
Petrol,Hatchback,Automatic,4.0,5,23.95,hyderabad
Diesel,Sedan,Automatic,5.5,5,21.21,hyderabad
Petrol,Hatchback,Manual,4.75,5,21.79,hyderabad
Diesel,Hatchback,Manual,7.2,5,21.19,hyderabad
Diesel,Sedan,Automatic,40.5,5,20.37,hyderabad
Diesel,SUV,Automatic,38.75,5,15.97,hyderabad
Petrol,Sedan,Manual,4.17,5,16.8,hyderabad
Diesel,Hatchback,Manual,5.32,5,24.0,hyderabad
Petrol,MUV,Manual,11.5,6,19.01,hyderabad
Diesel,Sedan,Automatic,9.44,5,22.15,hyderabad
Petrol,Hatchback,Manual,5.01,5,18.9,hyderabad
Petrol,Hatchback,Manual,8.5,5,22.35,hyderabad
Petrol,Hatchback,Manual,4.72,5,22.38,hyderabad
Diesel,SUV,Manual,8.6,7,15.1,hyderabad
Petrol,Hatchback,Manual,4.69,5,21.7,hyderabad
Petrol,Hatchback,Manual,2.89,5,24.7,hyderabad
Petrol,Hatchback,Manual,6.9,5,21.4,hyderabad
Petrol,Hatchback,Manual,3.21,5,20.36,hyderabad
Petrol,SUV,Manual,5.75,5,18.88,hyderabad
Petrol,Sedan,Manual,8.9,5,17.4,hyderabad
Petrol,Hatchback,Automatic,5.25,5,21.7,hyderabad
Diesel,SUV,Manual,9.0,5,19.87,hyderabad
Diesel,SUV,Manual,16.5,5,17.41,hyderabad
Diesel,SUV,Manual,11.2,5,20.0,hyderabad
Petrol,Hatchback,Manual,5.99,5,20.7,hyderabad
Petrol,SUV,Manual,10.2,5,18.0,hyderabad
Petrol,Sedan,Manual,4.43,5,22.41,hyderabad
Petrol,Hatchback,Manual,6.44,5,21.4,hyderabad
Petrol,SUV,Manual,7.5,5,18.55,hyderabad
Petrol,Hatchback,Manual,5.19,5,23.84,hyderabad
Diesel,Hatchback,Manual,6.95,5,22.54,hyderabad
Petrol,Sedan,Automatic,9.81,5,18.0,hyderabad
Petrol,Hatchback,Manual,4.25,5,23.1,hyderabad
Petrol,SUV,Automatic,15.37,5,13.96,hyderabad
Petrol,Hatchback,Manual,3.23,5,22.05,hyderabad
Petrol,SUV,Manual,7.0,5,17.0,hyderabad
Petrol,SUV,Manual,8.09,5,18.75,hyderabad
Diesel,SUV,Manual,17.85,5,17.0,hyderabad
Diesel,SUV,Automatic,26.5,7,10.91,hyderabad
Petrol,SUV,Automatic,11.95,5,11.1,hyderabad
Diesel,SUV,Automatic,48.0,5,15.68,hyderabad
Diesel,Sedan,Manual,2.45,5,19.0,hyderabad
Petrol,Hatchback,Manual,4.25,5,23.1,hyderabad
Petrol,Hatchback,Manual,3.85,5,23.01,hyderabad
Diesel,Hatchback,Manual,5.45,5,24.0,hyderabad
Diesel,Hatchback,Manual,5.88,5,22.54,hyderabad
Diesel,Hatchback,Manual,7.47,5,22.54,hyderabad
Petrol,Hatchback,Manual,2.8,5,23.95,hyderabad
Petrol,MUV,Manual,6.33,7,20.0,hyderabad
Petrol,Sedan,Manual,8.14,5,17.8,hyderabad
Petrol,Sedan,Manual,9.0,5,21.56,hyderabad
Petrol,Hatchback,Manual,6.05,5,19.01,hyderabad
Petrol,Hatchback,Manual,2.7,5,20.36,hyderabad
Petrol,Hatchback,Manual,6.22,5,20.7,hyderabad
Petrol,Hatchback,Manual,3.17,5,22.05,hyderabad
Petrol,Sedan,Manual,7.95,5,17.01,hyderabad
Petrol,Hatchback,Manual,6.02,5,18.6,hyderabad
Petrol,Hatchback,Automatic,5.75,5,18.9,hyderabad
Petrol,Hatchback,Manual,6.75,5,18.6,hyderabad
Diesel,Sedan,Automatic,19.99,5,27.03,hyderabad
Petrol,SUV,Automatic,7.5,5,14.7,hyderabad
Petrol,Hatchback,Manual,3.5,5,18.5,hyderabad
Petrol,Hatchback,Manual,7.49,5,21.01,hyderabad
Petrol,Hatchback,Manual,5.5,5,20.3,hyderabad
Petrol,Hatchback,Manual,5.99,5,18.6,hyderabad
Petrol,Hatchback,Manual,5.7,5,18.6,hyderabad
Diesel,Sedan,Manual,8.95,5,28.09,hyderabad
Petrol,Sedan,Automatic,10.11,5,18.0,hyderabad
Petrol,Hatchback,Manual,2.67,5,22.05,hyderabad
Petrol,Sedan,Automatic,5.7,5,17.97,hyderabad
Petrol,Hatchback,Manual,3.69,5,19.81,hyderabad
Diesel,Sedan,Manual,3.6,5,20.5,hyderabad
Petrol,Hatchback,Manual,6.05,5,19.01,hyderabad
Petrol,Hatchback,Manual,5.85,5,18.6,hyderabad
Diesel,Hatchback,Automatic,17.99,5,20.58,hyderabad
Petrol,Hatchback,Manual,7.23,5,22.38,hyderabad
Petrol,Sedan,Manual,8.95,5,20.65,hyderabad
Diesel,Sedan,Automatic,13.5,5,14.84,hyderabad
Petrol,Sedan,Automatic,13.2,5,16.4,hyderabad
Diesel,Sedan,Automatic,19.99,5,17.11,hyderabad
Diesel,Sedan,Automatic,24.99,5,17.68,hyderabad
Diesel,Sedan,Automatic,17.0,5,16.36,hyderabad
Diesel,Sedan,Automatic,18.0,5,16.36,hyderabad
Diesel,Sedan,Automatic,17.5,5,16.36,hyderabad
Petrol,Hatchback,Manual,4.29,5,22.05,hyderabad
Petrol,Hatchback,Manual,3.76,5,20.89,hyderabad
Diesel,SUV,Automatic,10.15,5,14.7,hyderabad
Petrol,Hatchback,Manual,3.12,5,20.36,hyderabad
Petrol,Hatchback,Automatic,4.92,5,23.1,hyderabad
Diesel,SUV,Automatic,37.0,5,14.7,hyderabad
Diesel,Sedan,Automatic,8.0,5,28.4,hyderabad
Petrol,Hatchback,Manual,1.65,5,19.7,hyderabad
Petrol,Hatchback,Automatic,8.31,5,21.4,hyderabad
Petrol,Hatchback,Manual,6.91,5,18.6,hyderabad
Petrol,Hatchback,Manual,1.75,5,21.79,hyderabad
Petrol,Hatchback,Manual,4.93,5,18.9,hyderabad
Diesel,Sedan,Manual,5.99,5,26.0,hyderabad
Diesel,SUV,Automatic,23.95,7,12.62,hyderabad
Diesel,Hatchback,Manual,3.2,5,25.44,hyderabad
Diesel,SUV,Manual,31.5,7,14.24,hyderabad
Diesel,Sedan,Manual,8.25,5,21.13,hyderabad
Diesel,Hatchback,Manual,3.75,5,23.2,hyderabad
Diesel,Hatchback,Manual,3.23,5,22.9,hyderabad
Petrol,Sedan,Manual,4.87,5,22.41,hyderabad
Diesel,SUV,Manual,2.9,8,10.5,hyderabad
Petrol,Hatchback,Manual,7.09,5,22.35,hyderabad
Diesel,SUV,Manual,9.83,5,20.37,hyderabad
Petrol,Sedan,Automatic,4.5,5,14.53,hyderabad
Petrol,Hatchback,Manual,6.72,5,18.6,hyderabad
Diesel,SUV,Automatic,13.5,5,17.01,hyderabad
Petrol,Hatchback,Automatic,4.57,5,23.1,hyderabad
Petrol,Hatchback,Manual,3.11,5,18.9,hyderabad
Petrol,Sedan,Automatic,1.5,5,11.0,hyderabad
Petrol,Hatchback,Automatic,6.23,5,22.56,hyderabad
Petrol,SUV,Automatic,10.9,5,18.3,hyderabad
Petrol,MUV,Manual,16.0,7,16.2,hyderabad
Petrol,Hatchback,Manual,2.0,5,20.36,hyderabad
Diesel,Sedan,Automatic,9.25,5,18.0,hyderabad
Petrol,SUV,Automatic,11.5,5,16.5,hyderabad
Diesel,SUV,Automatic,11.5,5,17.01,hyderabad
Petrol,MUV,Manual,25.5,7,8.0,hyderabad
Petrol,Sedan,Manual,8.95,5,20.65,hyderabad
Petrol,SUV,Manual,10.09,5,15.8,hyderabad
Petrol,SUV,Manual,10.5,5,20.0,hyderabad
Petrol,Hatchback,Manual,4.41,5,20.89,hyderabad
Petrol,Sedan,Automatic,7.59,5,17.8,hyderabad
Petrol,SUV,Manual,4.25,5,15.8,hyderabad
Petrol,Hatchback,Manual,3.06,5,18.9,hyderabad
Diesel,Sedan,Manual,6.0,5,22.27,hyderabad
Diesel,SUV,Manual,13.85,5,17.1,hyderabad
Diesel,Sedan,Automatic,7.36,5,28.4,hyderabad
Diesel,SUV,Manual,8.4,5,24.3,hyderabad
Diesel,Hatchback,Manual,4.26,5,22.9,hyderabad
Petrol,Hatchback,Manual,3.05,5,22.7,hyderabad
Petrol,Hatchback,Manual,6.29,5,18.6,hyderabad
Petrol,Hatchback,Automatic,8.69,5,19.56,hyderabad
Petrol,Sedan,Automatic,18.5,5,18.12,hyderabad
Petrol,Hatchback,Manual,3.0,5,20.36,hyderabad
Diesel,Hatchback,Manual,8.5,5,23.8,hyderabad
Petrol,Hatchback,Manual,8.7,5,21.01,hyderabad
Diesel,Sedan,Automatic,7.75,5,28.4,hyderabad
Petrol,Sedan,Manual,4.16,5,18.0,hyderabad
Petrol,SUV,Manual,10.25,5,13.0,hyderabad
Petrol,Hatchback,Automatic,7.9,5,22.56,hyderabad
Diesel,Sedan,Manual,8.55,5,23.9,hyderabad
Petrol,Hatchback,Manual,6.49,5,21.4,hyderabad
Petrol,Hatchback,Manual,2.3,5,20.36,hyderabad
Petrol,Hatchback,Manual,5.99,5,19.01,hyderabad
Diesel,Sedan,Automatic,9.0,5,18.0,hyderabad
Diesel,Sedan,Manual,6.22,5,26.59,hyderabad
Petrol,Hatchback,Manual,3.62,5,19.4,hyderabad
Diesel,SUV,Automatic,12.95,5,15.73,hyderabad
Petrol,SUV,Manual,9.64,5,18.55,hyderabad
Petrol,Sedan,Automatic,3.95,5,16.97,hyderabad
Petrol,Hatchback,Automatic,4.6,5,23.1,hyderabad
Diesel,MUV,Manual,4.0,8,12.8,hyderabad
Diesel,SUV,Manual,13.25,5,20.8,hyderabad
Petrol,Hatchback,Manual,2.15,5,20.36,hyderabad
Petrol,SUV,Manual,10.5,5,18.0,hyderabad
Petrol,Hatchback,Manual,4.65,5,21.46,hyderabad
Petrol,Sedan,Manual,5.74,5,17.4,hyderabad
Petrol,Hatchback,Manual,2.95,5,20.36,hyderabad
Petrol,Sedan,Manual,7.07,5,19.28,hyderabad
Petrol,Hatchback,Manual,6.05,5,18.6,hyderabad
Petrol,Sedan,Automatic,5.65,5,18.3,hyderabad
Diesel,Hatchback,Manual,6.08,5,25.2,hyderabad
Petrol,Hatchback,Automatic,7.25,5,21.21,hyderabad
Petrol,Hatchback,Manual,3.69,5,19.4,hyderabad
Petrol,Hatchback,Automatic,5.08,5,20.3,hyderabad
Diesel,SUV,Manual,3.6,5,20.45,hyderabad
Petrol,Hatchback,Manual,3.99,5,20.51,hyderabad
Petrol,SUV,Manual,9.2,5,18.27,hyderabad
Petrol,Hatchback,Manual,7.4,5,18.6,hyderabad
Petrol,Hatchback,Automatic,6.25,5,18.9,hyderabad
Petrol,Hatchback,Automatic,4.5,5,23.1,hyderabad
Petrol,Sedan,Manual,6.5,5,17.8,hyderabad
Petrol,Hatchback,Manual,4.5,5,23.84,hyderabad
Diesel,Sedan,Automatic,24.45,5,20.38,hyderabad
Petrol,Sedan,Automatic,6.75,5,18.0,hyderabad
Diesel,Sedan,Manual,6.52,5,28.09,hyderabad
Petrol,Hatchback,Manual,4.96,5,20.3,hyderabad
Petrol,Sedan,Manual,6.5,5,17.8,hyderabad
Petrol,Sedan,Manual,7.89,5,17.01,hyderabad
Petrol,Hatchback,Manual,4.58,5,21.63,hyderabad
Diesel,Sedan,Manual,2.0,5,19.0,hyderabad
Petrol,Hatchback,Manual,3.11,5,19.4,hyderabad
Petrol,SUV,Manual,10.0,5,18.55,hyderabad
Petrol,Sedan,Manual,6.13,5,17.01,hyderabad
Diesel,Sedan,Manual,3.9,5,25.4,hyderabad
Petrol,Sedan,Manual,5.17,5,16.8,hyderabad
Petrol,SUV,Manual,9.99,5,18.0,hyderabad
Petrol,Hatchback,Automatic,7.4,5,21.4,hyderabad
Diesel,SUV,Manual,16.5,5,17.41,hyderabad
Diesel,SUV,Automatic,13.2,5,17.05,hyderabad
Diesel,Sedan,Manual,2.2,5,21.12,hyderabad
Diesel,Hatchback,Manual,4.2,5,20.5,hyderabad
Petrol,Hatchback,Automatic,5.5,5,21.4,hyderabad
Diesel,Sedan,Automatic,5.5,5,21.66,hyderabad
Petrol,Hatchback,Manual,5.02,5,17.74,hyderabad
Petrol,Hatchback,Manual,5.52,5,23.84,hyderabad
Diesel,SUV,Manual,8.3,5,24.3,hyderabad
Petrol,Sedan,Manual,5.79,5,19.5,hyderabad
Diesel,SUV,Manual,12.15,7,16.0,hyderabad
Petrol,SUV,Manual,9.5,5,18.27,hyderabad
Diesel,Sedan,Automatic,25.95,5,22.69,hyderabad
Petrol,Sedan,Manual,4.21,5,22.41,hyderabad
Diesel,SUV,Manual,8.7,5,23.0,hyderabad
Diesel,Sedan,Automatic,45.0,5,18.12,hyderabad
Diesel,SUV,Manual,6.77,5,22.77,hyderabad
Petrol,Sedan,Automatic,7.25,5,18.0,hyderabad
Diesel,Sedan,Manual,6.5,5,25.8,hyderabad
Diesel,SUV,Manual,9.8,5,19.67,hyderabad
Diesel,MUV,Manual,11.0,7,17.3,hyderabad
Diesel,Hatchback,Manual,3.5,5,20.86,hyderabad
Petrol,Hatchback,Manual,2.9,5,18.06,hyderabad
Diesel,Hatchback,Manual,5.9,5,27.28,hyderabad
Petrol,Hatchback,Manual,2.99,5,20.36,hyderabad
Petrol,SUV,Manual,12.52,5,19.89,hyderabad
Diesel,Sedan,Manual,8.75,5,27.4,hyderabad
Petrol,Hatchback,Automatic,5.5,5,19.0,hyderabad
Petrol,Sedan,Automatic,9.7,5,18.0,hyderabad
Petrol,Hatchback,Manual,5.9,5,18.9,hyderabad
Petrol,Sedan,Manual,7.71,5,17.8,hyderabad
Petrol,Hatchback,Manual,2.57,5,22.05,hyderabad
Petrol,Hatchback,Manual,7.67,5,22.35,hyderabad
Diesel,Sedan,Manual,2.6,5,21.64,hyderabad
Petrol,Hatchback,Manual,5.81,5,19.01,hyderabad
Diesel,Sedan,Manual,10.25,5,25.6,hyderabad
Diesel,Hatchback,Manual,4.0,5,21.27,hyderabad
Diesel,SUV,Manual,7.5,5,24.3,hyderabad
Diesel,Sedan,Manual,10.0,5,21.13,hyderabad
Petrol,Sedan,Automatic,21.5,5,15.1,hyderabad
Petrol,Hatchback,Manual,6.6,5,18.6,hyderabad
Diesel,SUV,Manual,6.62,5,22.7,hyderabad
Petrol,Hatchback,Manual,3.95,5,19.69,hyderabad
Petrol,Hatchback,Automatic,5.14,5,23.1,hyderabad
Petrol,Hatchback,Automatic,7.72,5,17.4,hyderabad
Petrol,Hatchback,Manual,6.8,5,18.6,hyderabad
Petrol,Hatchback,Manual,2.54,5,22.05,hyderabad
Petrol,Hatchback,Manual,3.11,5,18.9,hyderabad
Diesel,Sedan,Automatic,21.5,5,14.74,hyderabad
Petrol,Sedan,Automatic,10.15,5,18.0,hyderabad
Diesel,Sedan,Automatic,28.5,5,20.38,hyderabad
Petrol,Hatchback,Manual,4.61,5,22.38,hyderabad
Petrol,Hatchback,Manual,3.72,5,22.3,hyderabad
Diesel,Sedan,Automatic,14.5,5,14.21,hyderabad
Petrol,Sedan,Manual,8.03,5,17.01,hyderabad
Diesel,Sedan,Automatic,11.5,5,13.2,hyderabad
Diesel,Sedan,Automatic,29.95,5,19.33,hyderabad
Petrol,SUV,Automatic,69.5,5,8.9,hyderabad
Petrol,SUV,Manual,9.0,5,18.27,hyderabad
Diesel,SUV,Manual,14.0,7,16.0,hyderabad
Petrol,Hatchback,Manual,2.95,5,18.6,hyderabad
Diesel,SUV,Manual,19.65,5,16.35,hyderabad
Petrol,Hatchback,Manual,3.06,5,20.51,hyderabad
Diesel,SUV,Manual,20.15,5,16.35,hyderabad
Petrol,Hatchback,Manual,3.66,5,20.51,hyderabad
Petrol,Hatchback,Manual,6.45,5,18.6,hyderabad
Diesel,Hatchback,Manual,2.99,5,20.0,hyderabad
Petrol,Hatchback,Manual,4.23,5,18.5,hyderabad
Petrol,Hatchback,Manual,2.95,5,15.6,hyderabad
Petrol,Hatchback,Manual,3.28,5,25.24,hyderabad
Petrol,Hatchback,Manual,5.65,5,22.38,hyderabad
Diesel,Sedan,Automatic,22.5,5,19.59,hyderabad
Petrol,Hatchback,Manual,2.99,5,23.01,hyderabad
Petrol,Hatchback,Manual,2.99,5,20.63,hyderabad
Diesel,Sedan,Automatic,4.9,5,17.0,hyderabad
Petrol,Hatchback,Manual,3.4,5,18.5,hyderabad
Petrol,Sedan,Automatic,1.5,5,11.0,hyderabad
Petrol,MUV,Automatic,6.5,7,18.2,hyderabad
Petrol,SUV,Automatic,16.5,5,18.41,hyderabad
Petrol,SUV,Manual,7.5,5,18.75,hyderabad
Diesel,SUV,Manual,7.0,7,16.0,hyderabad
Petrol,Hatchback,Manual,4.66,5,22.38,hyderabad
Petrol,Sedan,Manual,5.87,5,19.44,hyderabad
Petrol,Hatchback,Manual,2.2,5,22.7,hyderabad
Petrol,Hatchback,Automatic,6.77,5,22.56,hyderabad
Petrol,Hatchback,Manual,3.34,5,23.01,hyderabad
Petrol,Hatchback,Manual,3.15,5,18.9,hyderabad
Petrol,Hatchback,Manual,1.15,5,18.9,hyderabad
Petrol,Hatchback,Manual,3.89,5,18.9,hyderabad
Petrol,Hatchback,Manual,3.47,5,20.51,hyderabad
Petrol,SUV,Automatic,14.5,5,18.41,hyderabad
Diesel,SUV,Manual,8.0,5,25.5,hyderabad
Diesel,SUV,Manual,15.5,5,20.8,hyderabad
Diesel,Sedan,Manual,3.5,5,23.4,hyderabad
Diesel,Sedan,Manual,3.2,5,24.4,hyderabad
Diesel,SUV,Manual,30.0,5,16.3,hyderabad
Petrol,Hatchback,Manual,3.45,5,18.6,hyderabad
Petrol,Hatchback,Manual,7.5,5,20.7,hyderabad
Diesel,SUV,Manual,30.0,5,16.3,hyderabad
Petrol,SUV,Automatic,16.99,5,13.96,hyderabad
Petrol,Hatchback,Manual,4.89,5,22.38,hyderabad
Petrol,Hatchback,Manual,3.31,5,20.51,hyderabad
Petrol,MUV,Manual,12.0,6,19.01,hyderabad
Diesel,Hatchback,Manual,4.01,5,21.9,hyderabad
Petrol,Hatchback,Manual,3.47,5,19.81,hyderabad
Petrol,Hatchback,Manual,4.1,5,17.0,hyderabad
Petrol,Hatchback,Manual,7.64,5,18.6,hyderabad
Diesel,Hatchback,Manual,8.31,5,23.64,hyderabad
Petrol,Hatchback,Manual,5.35,5,21.4,hyderabad
Petrol,Hatchback,Manual,4.65,5,18.9,hyderabad
Petrol,Hatchback,Manual,4.15,5,21.74,hyderabad
Petrol,Sedan,Manual,2.3,5,16.9,hyderabad
Petrol,Hatchback,Manual,3.2,5,19.81,hyderabad
Petrol,Hatchback,Manual,4.0,5,23.84,hyderabad
Diesel,SUV,Automatic,11.0,5,17.05,hyderabad
Diesel,Sedan,Manual,8.5,5,26.82,hyderabad
Diesel,SUV,Manual,3.9,7,12.05,hyderabad
Diesel,SUV,Automatic,12.25,5,17.01,hyderabad
Petrol,Hatchback,Manual,7.49,5,21.01,hyderabad
Petrol,SUV,Manual,10.01,5,13.0,hyderabad
Petrol,Sedan,Manual,7.81,5,19.1,hyderabad
Petrol,SUV,Manual,16.5,5,16.0,hyderabad
Petrol,Hatchback,Manual,4.26,5,18.7,hyderabad
Petrol,Hatchback,Manual,6.16,5,18.6,hyderabad
