ft,bt,transmission,ownerNo,oem,model,modelYear,price,Fuel Type,Seats,Kms Driven,Transmission,Mileage
Petrol,Sedan,Manual,1,Honda,Honda City,2014,5.74,Petrol,5,87313,Manual,17.4
Diesel,SUV,Automatic,2,Volvo,Volvo XC60,2018,38.0,Diesel,5,60000,Automatic,14.7
Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2015,4.49,Petrol,5,39000,Manual,18.7
Petrol,SUV,Automatic,1,MG,MG Hector Plus,2021,19.25,Petrol,6,18000,Automatic,11.67
Petrol,SUV,Automatic,1,Lexus,Lexus RX,2016,66.0,Petrol,5,11000,Automatic,18.8
Petrol,SUV,Automatic,1,Jeep,Jeep Wrangler,2021,62.0,Petrol,5,30000,Automatic,12.1
Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLA Class,2018,27.0,Diesel,5,8000,Automatic,17.9
Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2017,40.5,Petrol,5,57000,Automatic,15.0
Diesel,SUV,Automatic,2,Audi,Audi Q7,2016,36.0,Diesel,7,89500,Automatic,14.75
Petrol,SUV,Manual,2,Honda,Honda WR-V,2017,7.19,Petrol,5,27684,Manual,17.5
Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2017,33.0,Petrol,5,22000,Automatic,14.74
Petrol,Hatchback,Manual,1,Ford,Ford Figo,2019,5.07,Petrol,5,71566,Manual,20.4
Diesel,SUV,Automatic,2,Audi,Audi Q7,2016,39.95,Diesel,7,75000,Automatic,14.75
Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz CLS-Class,2017,26.0,Diesel,4,58000,Automatic,19.4
Petrol,Sedan,Automatic,2,Honda,Honda City,2015,6.65,Petrol,5,75455,Automatic,18.0
Petrol,SUV,Automatic,1,MG,MG Astor,2022,15.0,Petrol,5,10000,Automatic,14.82
Diesel,SUV,Automatic,1,Ford,Ford Endeavour,2017,23.49,Diesel,7,80000,Automatic,10.91
Petrol,SUV,Automatic,1,Hyundai,Hyundai Creta,2018,10.52,Petrol,5,85031,Automatic,14.8
Diesel,SUV,Manual,1,Ford,Ford Ecosport,2020,9.3,Diesel,5,37527,Manual,21.7
Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2019,8.5,Diesel,5,80000,Manual,24.3
Diesel,SUV,Automatic,1,Mahindra,Mahindra XUV500,2018,13.0,Diesel,7,40000,Automatic,15.1
Petrol,Hatchback,Manual,1,Toyota,Toyota Glanza,2020,6.25,Petrol,5,10000,Manual,21.01
Diesel,SUV,Automatic,1,Porsche,Porsche Cayenne,2016,56.0,Diesel,5,50000,Automatic,16.12
Diesel,SUV,Automatic,2,BMW,BMW X1,2017,19.5,Diesel,5,65000,Automatic,20.68
Diesel,SUV,Automatic,1,Audi,Audi Q3,2015,14.99,Diesel,5,72011,Automatic,15.17
Diesel,SUV,Automatic,1,Jeep,Jeep Compass,2021,24.5,Diesel,5,40011,Automatic,14.9
Petrol,MUV,Manual,1,Maruti,Maruti Ertiga,2016,7.35,Petrol,7,85000,Manual,19.34
Petrol,SUV,Manual,2,Ford,Ford Ecosport,2018,7.26,Petrol,5,36206,Manual,17.0
Diesel,MUV,Manual,1,Toyota,Toyota Innova Crysta,2017,16.5,Diesel,8,48011,Manual,13.68
Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2019,6.88,Petrol,5,86919,Manual,21.4
Cng,Sedan,Manual,2,Honda,Honda Amaze,2014,3.65,CNG,5,69650,Manual,18.0
Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Ameo,2018,6.27,Petrol,5,41051,Manual,19.44
Diesel,MUV,Automatic,1,Toyota,Toyota Innova Crysta,2019,17.99,Diesel,7,52011,Automatic,11.36
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2013,3.35,Petrol,5,52439,Manual,19.81
Petrol,Sedan,Automatic,2,Maruti,Maruti Ciaz,2014,5.28,Petrol,5,82347,Automatic,19.12
Diesel,SUV,Automatic,2,Audi,Audi Q7,2014,18.99,Diesel,7,52001,Automatic,12.07
Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2014,5.11,Petrol,5,97249,Manual,20.73
Diesel,SUV,Manual,1,Tata,Tata New Safari,2022,20.99,Diesel,6,5700,Manual,16.14
Diesel,SUV,Automatic,1,Tata,Tata New Safari,2021,19.5,Diesel,7,52011,Automatic,14.08
Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2018,8.49,Diesel,5,52368,Manual,24.3
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2020,5.0,Petrol,5,80000,Manual,18.6
Diesel,SUV,Manual,2,Honda,Honda WR-V,2017,5.25,Diesel,5,85162,Manual,25.5
Petrol,MUV,Automatic,1,Maruti,Maruti Ertiga,2017,7.75,Petrol,7,83863,Automatic,17.03
Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2016,4.86,Petrol,5,62526,Manual,18.7
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2018,4.5,Petrol,5,40000,Manual,22.0
Diesel,SUV,Manual,1,Renault,Renault Duster,2019,9.89,Diesel,5,35331,Manual,19.87
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro,2019,5.26,Petrol,5,14893,Manual,20.3
Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2011,1.7,Petrol,5,110000,Manual,18.9
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2016,4.34,Petrol,5,55215,Manual,18.9
Petrol,Sedan,Manual,1,Honda,Honda City,2014,3.0,Petrol,5,100000,Manual,17.4
Diesel,Sedan,Manual,1,Hyundai,Hyundai Verna,2021,11.03,Diesel,5,49930,Manual,25.0
Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2017,6.45,Diesel,5,54000,Manual,24.3
Cng,MUV,Manual,1,Maruti,Maruti Ertiga,2021,11.0,CNG,7,40000,Manual,26.08
Diesel,SUV,Automatic,3,Mercedes-Benz,Mercedes-Benz M-Class,2014,15.7,Diesel,5,83000,Automatic,15.26
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2011,1.3,Petrol,5,60000,Manual,20.36
Cng,Sedan,Manual,1,Maruti,Maruti Swift Dzire Tour,2018,3.0,CNG,5,100000,Manual,26.55
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2009,0.85,Petrol,5,60000,Manual,20.36
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2015,4.22,Petrol,5,67593,Manual,18.0
Diesel,SUV,Automatic,1,Hyundai,Hyundai Creta,2020,15.0,Diesel,5,50000,Automatic,18.5
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,4.95,Petrol,5,88882,Manual,21.4
Petrol,Sedan,Manual,1,Toyota,Toyota Corolla Altis,2016,8.15,Petrol,5,78986,Manual,14.28
Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2014,2.15,Diesel,5,100000,Manual,23.4
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20 Active,2015,5.02,Petrol,5,24727,Manual,17.19
Diesel,SUV,Automatic,3,Audi,Audi Q3,2014,8.0,Diesel,5,70000,Automatic,15.73
Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2017,5.65,Petrol,5,79328,Automatic,19.0
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2017,2.8,Petrol,5,50000,Manual,23.95
Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2017,5.24,Petrol,5,62113,Manual,21.4
Petrol,Sedan,Automatic,3,Toyota,Toyota Corolla Altis,2013,4.5,Petrol,5,120000,Automatic,14.53
Diesel,Hatchback,Manual,2,Tata,Tata Tiago,2018,3.15,Diesel,5,120000,Manual,27.28
Petrol,Sedan,Automatic,3,Toyota,Toyota Corolla Altis,2013,4.5,Petrol,5,120000,Automatic,14.53
Petrol,Sedan,Manual,2,Hyundai,Hyundai Verna,2018,7.5,Petrol,5,60000,Manual,17.0
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2021,6.35,Petrol,5,30000,Manual,21.01
Diesel,SUV,Manual,1,Jeep,Jeep Compass,2018,11.1,Diesel,5,67000,Manual,17.1
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2016,4.5,Petrol,5,86183,Manual,18.9
Diesel,Sedan,Manual,1,Toyota,Toyota Etios,2013,2.6,Diesel,5,70000,Manual,23.59
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2013,3.46,Petrol,5,88991,Manual,22.38
Diesel,SUV,Automatic,2,BMW,BMW X4,2019,52.6,Diesel,5,18000,Automatic,16.55
Petrol,SUV,Automatic,1,Jeep,Jeep Compass,2019,14.75,Petrol,5,55000,Automatic,14.1
Cng,Hatchback,Manual,1,Maruti,Maruti S-Presso,2021,4.79,CNG,4,62657,Manual,31.2
Petrol,Hatchback,Automatic,1,Renault,Renault KWID,2017,3.0,Petrol,5,16452,Automatic,24.04
Petrol,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz CLA,2017,24.75,Petrol,5,40000,Automatic,15.04
Cng,Hatchback,Manual,1,Tata,Tata Tiago,2022,7.4,CNG,5,31029,Manual,26.49
Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2018,4.5,Petrol,5,40000,Manual,22.0
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2014,4.03,Petrol,5,46724,Manual,18.5
Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2011,7.5,Petrol,5,86000,Automatic,14.74
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2015,8.0,Diesel,7,40000,Manual,16.0
Petrol,Sedan,Automatic,1,Toyota,Toyota Camry,2015,14.25,Petrol,5,80000,Automatic,19.16
Petrol,Sedan,Automatic,1,Toyota,Toyota Camry,2015,14.25,Petrol,5,70000,Automatic,19.16
Petrol,Sedan,Manual,1,Honda,Honda City,2016,6.6,Petrol,5,60000,Manual,17.4
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2009,1.5,Petrol,5,60000,Manual,18.9
Cng,MUV,Manual,1,Maruti,Maruti Ertiga,2021,11.0,CNG,7,40000,Manual,26.08
Diesel,Hatchback,Manual,4,Maruti,Maruti Celerio,2015,2.2,Diesel,5,80000,Manual,27.62
Diesel,SUV,Automatic,1,Ford,Ford Endeavour,2019,28.0,Diesel,7,90000,Automatic,10.91
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2013,11.25,Diesel,5,73000,Automatic,14.21
Petrol,SUV,Manual,1,Honda,Honda WR-V,2017,6.86,Petrol,5,85482,Manual,17.5
Petrol,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz GLA,2016,23.0,Petrol,5,54500,Automatic,12.33
Cng,Hatchback,Manual,2,Maruti,Maruti Celerio,2016,2.6,CNG,5,60000,Manual,31.79
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2017,7.98,Petrol,5,89581,Manual,17.01
Petrol,Sedan,Automatic,2,Skoda,Skoda Rapid,2014,2.75,Petrol,5,110000,Automatic,14.3
Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLS,2016,48.9,Diesel,7,79500,Automatic,11.0
Petrol,Sedan,Manual,2,Toyota,Toyota Etios,2011,2.5,Petrol,5,69164,Manual,17.6
Petrol,SUV,Automatic,1,Honda,Honda CR-V,2016,14.5,Petrol,5,28000,Automatic,13.7
Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2018,7.87,Diesel,5,66175,Manual,24.3
Petrol,Sedan,Manual,1,Tata,Tata Tigor,2017,4.85,Petrol,5,47001,Manual,20.3
Diesel,SUV,Automatic,1,Toyota,Toyota Fortuner,2016,17.15,Diesel,7,145000,Automatic,15.04
Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2021,61.0,Petrol,5,19000,Automatic,15.0
Diesel,Sedan,Automatic,2,Audi,Audi A4,2015,12.0,Diesel,5,43600,Automatic,17.11
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2016,4.25,Petrol,5,63521,Manual,25.0
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2021,7.0,Petrol,5,18021,Manual,22.41
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2008,0.61,Petrol,5,90000,Manual,17.3
Petrol,Hatchback,Manual,1,Ford,Ford Figo,2021,7.11,Petrol,5,39076,Manual,18.5
Petrol,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2020,52.5,Petrol,5,36000,Automatic,12.74
Cng,Hatchback,Manual,1,Maruti,Maruti Celerio,2018,4.23,CNG,5,106848,Manual,35.6
Diesel,MUV,Manual,1,Toyota,Toyota Innova Crysta,2017,15.0,Diesel,7,105000,Manual,13.68
Petrol,Convertibles,Automatic,2,Mini,Mini Cooper Convertible,2020,44.5,Petrol,4,6500,Automatic,16.72
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2010,1.4,Petrol,5,111237,Manual,20.36
Petrol,Hatchback,Automatic,2,Volkswagen,Volkswagen Polo,2018,7.15,Petrol,5,70000,Automatic,17.21
Diesel,SUV,Automatic,2,Volvo,Volvo XC 90,2015,10.75,Diesel,7,95000,Automatic,11.1
Petrol,SUV,Manual,1,Nissan,Nissan Magnite,2022,8.37,Petrol,5,13278,Manual,18.75
Petrol,SUV,Manual,1,Nissan,Nissan Magnite,2022,8.94,Petrol,5,12255,Manual,20.0
Petrol,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLS,2017,62.5,Petrol,7,68000,Automatic,8.9
Diesel,SUV,Manual,1,Tata,Tata Hexa,2019,9.5,Diesel,7,67000,Manual,17.6
Diesel,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,6.5,Diesel,5,37000,Manual,27.39
Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,43.99,Petrol,5,8000,Automatic,11.9
Diesel,SUV,Manual,1,Maruti,Maruti SX4 S Cross,2017,5.95,Diesel,5,54000,Manual,23.65
Diesel,Sedan,Manual,1,Honda,Honda City,2014,4.99,Diesel,5,120000,Manual,25.1
Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2010,1.5,Petrol,5,70000,Manual,17.5
Petrol,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2022,63.0,Petrol,5,17000,Automatic,12.74
Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLS,2016,52.0,Diesel,7,45000,Automatic,11.0
Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2018,4.59,Petrol,5,19717,Manual,25.24
Petrol,Sedan,Automatic,1,BMW,BMW 3 Series Gran Limousine,2021,51.9,Petrol,5,20000,Automatic,15.3
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2017,3.32,Petrol,5,35495,Manual,24.39
Petrol,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz GLA Class,2016,21.9,Petrol,5,25000,Automatic,13.7
Petrol,SUV,Automatic,1,Jeep,Jeep Compass,2018,15.5,Petrol,5,27401,Automatic,16.0
Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,2019,4.27,Petrol,5,15981,Manual,21.7
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2011,1.83,Petrol,5,73052,Manual,20.36
Petrol,Sedan,Automatic,1,Honda,Honda City,2014,5.71,Petrol,5,61000,Automatic,18.0
Petrol,SUV,Manual,1,Tata,Tata Punch,2021,8.06,Petrol,5,15036,Manual,20.09
Diesel,Sedan,Automatic,1,BMW,BMW 5 Series,2015,17.0,Diesel,5,94000,Automatic,20.37
Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2018,5.25,Petrol,5,39000,Manual,20.14
Petrol,SUV,Manual,3,Mahindra,Mahindra KUV 100,2016,2.5,Petrol,6,90000,Manual,18.15
Petrol,Hatchback,Manual,1,Skoda,Skoda Fabia,2011,1.2,Petrol,5,90000,Manual,16.25
Diesel,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz GLS,2017,55.5,Diesel,7,44000,Automatic,11.0
Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2006,0.6,Petrol,5,120000,Manual,18.9
Petrol,Hatchback,Manual,1,Renault,Renault KWID,2018,2.65,Petrol,5,30000,Manual,25.17
Petrol,SUV,Automatic,1,Volvo,Volvo XC60,2021,61.5,Petrol,5,4900,Automatic,11.2
Petrol,Hatchback,Automatic,2,Mini,Mini Cooper,2015,19.75,Petrol,5,36000,Automatic,19.23
Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2022,5.19,Petrol,5,4975,Manual,20.89
Cng,Hatchback,Manual,2,Maruti,Maruti Alto 800,2014,2.49,CNG,5,48000,Manual,30.46
Petrol,MUV,Manual,1,Renault,Renault Triber,2021,5.58,Petrol,7,36758,Manual,20.0
Petrol,Sedan,Automatic,1,BMW,BMW 3 Series Gran Limousine,2022,55.9,Petrol,5,3500,Automatic,15.3
Petrol,SUV,Automatic,1,Renault,Renault Kiger,2022,10.25,Petrol,5,10000,Automatic,18.24
Petrol,SUV,Manual,1,Nissan,Nissan Magnite,2021,6.98,Petrol,5,61882,Manual,18.75
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2011,2.75,Petrol,5,66000,Manual,17.0
Petrol,SUV,Automatic,1,Land Rover,Land Rover Discovery Sport,2018,39.5,Petrol,7,46000,Automatic,12.81
Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2021,5.24,Petrol,5,6088,Manual,20.89
Petrol,Hatchback,Automatic,1,Hyundai,Hyundai i20,2018,6.75,Petrol,5,23000,Automatic,17.4
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2018,5.46,Petrol,5,41732,Manual,21.4
Diesel,Sedan,Automatic,2,BMW,BMW 5 Series,2018,36.85,Diesel,5,55000,Automatic,22.48
Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2019,7.75,Diesel,5,51000,Manual,24.3
Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,2015,2.45,Petrol,5,38000,Manual,21.1
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2016,10.0,Diesel,7,60000,Manual,16.0
Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2016,30.9,Diesel,5,75000,Automatic,17.9
Diesel,SUV,Automatic,3,Audi,Audi Q5,2014,13.0,Diesel,5,92000,Automatic,14.16
Petrol,Hatchback,Manual,3,Honda,Honda Jazz,2009,0.95,Petrol,5,90000,Manual,16.0
Diesel,SUV,Automatic,2,Audi,Audi Q5,2013,13.0,Diesel,5,92000,Automatic,14.16
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2019,5.95,Petrol,5,49010,Manual,18.6
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,5.92,Petrol,5,26089,Manual,21.4
Diesel,SUV,Manual,1,Mahindra,Mahindra Scorpio,2014,5.2,Diesel,7,54000,Manual,15.4
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2018,3.52,Petrol,5,37302,Manual,24.39
Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz CLA,2018,25.5,Diesel,5,42000,Automatic,17.9
Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2021,8.9,Petrol,5,37000,Automatic,21.4
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2015,2.58,Petrol,5,36483,Manual,22.05
Petrol,Sedan,Automatic,1,Hyundai,Hyundai Elantra,2015,7.75,Petrol,5,62000,Automatic,14.62
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2019,10.95,Petrol,5,38010,Manual,15.8
Petrol,Hatchback,Automatic,2,Maruti,Maruti Celerio,2018,4.75,Petrol,5,35123,Automatic,23.1
Petrol,Sedan,Automatic,1,Honda,Honda City,2016,8.0,Petrol,5,43000,Automatic,18.0
Diesel,SUV,Manual,2,Ford,Ford Ecosport,2019,7.38,Diesel,5,25154,Manual,23.0
Diesel,Sedan,Automatic,1,BMW,BMW 5 Series,2020,56.0,Diesel,5,10000,Automatic,20.37
Diesel,SUV,Automatic,2,Tata,Tata Harrier,2021,18.5,Diesel,5,30600,Automatic,14.6
Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2020,7.75,Petrol,5,55000,Manual,17.52
Diesel,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz GLS,2017,49.5,Diesel,7,80000,Automatic,11.0
Petrol,Sedan,Automatic,1,Hyundai,Hyundai Elantra,2013,5.75,Petrol,5,76000,Automatic,14.5
Petrol,Sedan,Automatic,1,Honda,Honda Amaze,2018,6.75,Petrol,5,58000,Automatic,18.3
Petrol,SUV,Automatic,1,Kia,Kia Seltos,2020,16.5,Petrol,5,34000,Automatic,16.2
Diesel,SUV,Automatic,1,Audi,Audi Q7,2019,66.75,Diesel,7,25000,Automatic,14.75
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,5.68,Petrol,5,25367,Manual,21.4
Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2016,23.5,Petrol,5,29000,Automatic,15.04
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,5.48,Petrol,5,27240,Manual,21.4
Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz S-Class,2015,51.5,Petrol,5,55000,Automatic,7.81
Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2016,5.03,Petrol,5,20755,Manual,21.4
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2014,3.79,Petrol,5,56722,Manual,22.0
Petrol,SUV,Automatic,2,Honda,Honda CR-V,2013,9.25,Petrol,5,81000,Automatic,11.1
Petrol,Hatchback,Manual,1,Maruti,Maruti A-Star,2011,1.97,Petrol,5,55566,Manual,19.0
Petrol,Sedan,Automatic,1,Audi,Audi A6,2020,48.25,Petrol,5,5500,Automatic,14.11
Petrol,Sedan,Automatic,1,Hyundai,Hyundai Verna,2023,16.5,Petrol,5,950,Automatic,20.6
Diesel,SUV,Manual,1,Mahindra,Mahindra Bolero Power Plus,2017,5.4,Diesel,7,71000,Manual,16.5
Diesel,MUV,Manual,1,Toyota,Toyota Innova Crysta,2019,18.4,Diesel,8,28000,Manual,13.68
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2018,8.85,Petrol,5,35000,Manual,17.0
Petrol,SUV,Automatic,1,Jeep,Jeep Compass,2020,18.0,Petrol,5,80000,Automatic,14.01
Petrol,Sedan,Automatic,2,Maruti,Maruti Ciaz,2016,6.0,Petrol,5,60000,Automatic,19.12
Petrol,SUV,Manual,1,Mahindra,Mahindra XUV300,2021,9.65,Petrol,5,12710,Manual,17.0
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2011,2.08,Petrol,5,64694,Manual,18.9
Diesel,Sedan,Automatic,2,BMW,BMW 3 Series,2019,26.5,Diesel,5,67510,Automatic,22.69
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,5.28,Petrol,5,21867,Manual,18.9
Diesel,SUV,Automatic,2,BMW,BMW X5,2022,87.65,Diesel,5,18000,Automatic,13.38
Petrol,Sedan,Automatic,1,Audi,Audi A3,2018,21.75,Petrol,5,78010,Automatic,19.2
Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2021,5.55,Petrol,5,36247,Manual,20.09
Petrol,SUV,Automatic,1,Jeep,Jeep Wrangler,2022,62.0,Petrol,5,3106,Automatic,12.1
Petrol,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz GLC,2020,51.75,Petrol,5,40000,Automatic,12.74
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,6.22,Petrol,5,55566,Manual,21.01
Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2016,19.75,Petrol,5,91000,Automatic,15.04
Petrol,SUV,Manual,1,Nissan,Nissan Magnite,2021,7.33,Petrol,5,46318,Manual,18.75
Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2023,10.75,Petrol,5,7359,Manual,20.65
Diesel,SUV,Automatic,1,BMW,BMW X1,2020,31.0,Diesel,5,22060,Automatic,17.05
Petrol,Sedan,Automatic,1,BMW,BMW 3 Series GT,2017,31.0,Petrol,5,68060,Automatic,15.34
Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2017,6.99,Diesel,5,27000,Manual,24.3
Petrol,Sedan,Manual,2,Hyundai,Hyundai Accent,2010,0.8,Petrol,5,53000,Manual,13.2
Diesel,Sedan,Manual,1,Honda,Honda Amaze,2013,2.5,Diesel,5,50000,Manual,25.8
Cng,Sedan,Manual,4,Toyota,Toyota Corolla Altis,2010,2.4,CNG,5,120000,Manual,14.53
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,39.65,Diesel,5,15000,Automatic,12.6
Petrol,Sedan,Manual,1,Honda,Honda City,2015,5.78,Petrol,5,99373,Manual,17.4
Diesel,SUV,Manual,1,Ford,Ford Ecosport,2016,2.65,Diesel,5,120000,Manual,22.77
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2017,3.06,Petrol,5,11815,Manual,22.05
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2016,5.49,Petrol,5,39412,Manual,21.21
Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2016,4.5,Petrol,5,60000,Manual,21.4
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2018,5.36,Petrol,5,33015,Manual,22.38
Petrol,Hatchback,Manual,2,Honda,Honda Brio,2012,2.35,Petrol,5,44371,Manual,19.4
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2013,3.04,Petrol,5,39045,Manual,18.9
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2013,2.95,Petrol,5,49000,Manual,19.81
Petrol,Sedan,Automatic,1,Honda,Honda City,2021,12.96,Petrol,5,7936,Automatic,18.3
Diesel,Sedan,Automatic,2,Audi,Audi A6,2014,10.75,Diesel,5,66000,Automatic,17.68
Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,2016,2.95,Petrol,5,65739,Manual,21.1
Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2016,4.25,Petrol,5,52407,Automatic,23.1
Petrol,Hatchback,Automatic,1,Hyundai,Hyundai i10,2011,3.5,Petrol,5,30000,Automatic,16.95
Diesel,Sedan,Automatic,1,BMW,BMW 5 Series,2018,43.75,Diesel,5,48000,Automatic,17.42
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2013,2.75,Petrol,5,86816,Manual,21.79
Petrol,Hatchback,Manual,1,Toyota,Toyota Etios Liva,2015,4.15,Petrol,5,63000,Manual,17.71
Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2018,4.65,Petrol,5,67000,Manual,23.84
Diesel,Sedan,Automatic,2,Audi,Audi A4,2014,9.75,Diesel,5,59000,Automatic,17.11
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,5.45,Petrol,5,68838,Manual,18.6
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,5.1,Petrol,5,46835,Manual,18.9
Petrol,Sedan,Automatic,2,Honda,Honda City,2022,14.03,Petrol,5,5242,Automatic,18.3
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2022,7.49,Petrol,5,17457,Manual,22.35
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2015,4.35,Petrol,5,62789,Manual,18.0
Petrol,Hatchback,Automatic,1,Maruti,Maruti Alto K10,2016,3.46,Petrol,5,33618,Automatic,23.95
